ID,Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator
397,Гордеев Архип,176.0,89.0,74,м,продавец,246000,False,False
398,Ситников Сидор,171.0,76.0,42,м,продавец,375000,False,False
399,Макаров Тимофей,171.0,109.0,39,м,врач,155000,False,False
400,Терентьев Анастасий,194.0,105.0,25,м,автослесарь,331000,False,False
401,Михеев Демьян,181.0,73.0,82,м,инженер,71000,False,False
402,Петров Валентин,175.0,77.0,53,м,автослесарь,234000,True,False
403,Одинцов Глеб,189.0,104.0,32,м,продавец,327000,False,False
404,Миронов Фёдор,185.0,81.0,59,м,бухгалтер,126000,False,False
405,Фёдоров Антоний,192.0,102.0,83,м,врач,112000,False,False
406,Ефремов Арсен,172.0,115.0,88,м,студент,33000,False,False
407,Пахомов Игнат,191.0,79.0,83,м,автослесарь,442000,False,False
408,Гурьев Яромир,186.0,71.0,80,м,сантехник,389000,False,False
409,Орехов Павел,171.0,68.0,28,м,бухгалтер,485000,False,False
410,Шилов Емельян,167.0,117.0,41,м,программист,16000,False,False
411,Панфилов Родион,165.0,113.0,49,м,сантехник,489000,False,False
412,Агафонов Данил,180.0,99.0,78,м,студент,55000,False,False
413,Рыбаков Гордей,188.0,116.0,51,м,преподаватель,111000,False,False
414,Блинов Чарли,190.0,94.0,40,м,студент,255000,False,False
415,Комиссаров Владимир,168.0,51.0,30,м,преподаватель,260000,False,False
416,Терентьев Федот,187.0,56.0,47,м,инженер,483000,False,False
417,Симонов Вениамин,184.0,117.0,44,м,автослесарь,317000,False,False
418,Смирнов Константин,185.0,117.0,24,м,продавец,99000,False,False
419,Зайцев Эльдар,174.0,98.0,53,м,бухгалтер,140000,False,False
420,Денисов Платон,170.0,81.0,78,м,бухгалтер,441000,False,False
421,Лебедев Севастьян,190.0,63.0,73,м,продавец,153000,False,False
422,Герасимов Назар,184.0,111.0,56,м,автослесарь,480000,False,False
423,Михайлов Радомир,183.0,111.0,31,м,бухгалтер,72000,False,False
424,Петухов Кир,166.0,68.0,30,м,продавец,77000,False,True
425,Беляев Борис,186.0,57.0,48,м,врач,281000,False,False
426,Петров Мартын,178.0,53.0,18,м,бухгалтер,74000,False,False
427,Зуев Лев,193.0,82.0,47,м,преподаватель,114000,False,False
428,Зыков Артур,177.0,102.0,29,м,врач,122000,False,False
429,Соболев Болеслав,182.0,88.0,61,м,преподаватель,138000,False,False
430,Кириллов Сидор,167.0,89.0,43,м,преподаватель,212000,False,False
431,Фролов Валерий,190.0,117.0,40,м,автослесарь,391000,False,False
432,Савин Филипп,168.0,87.0,70,м,сантехник,183000,False,False
433,Гришин Диомид,183.0,86.0,34,м,программист,228000,False,False
434,Белоусов Демид,168.0,71.0,67,м,преподаватель,241000,False,False
435,Мышкин Родион,187.0,114.0,18,м,автослесарь,248000,False,False
436,Суханов Диомид,174.0,71.0,42,м,врач,489000,False,False
437,Коновалов Леонтий,188.0,82.0,29,м,программист,80000,False,False
438,Мышкин Иеремия,189.0,101.0,20,м,сантехник,266000,False,False
439,Ермаков Кир,170.0,79.0,37,м,преподаватель,195000,False,False
440,Громов Савва,174.0,53.0,67,м,сантехник,276000,False,False
441,Королёв Радик,175.0,68.0,44,м,автослесарь,30000,False,True
442,Меркушев Гордей,175.0,91.0,31,м,сантехник,462000,False,False
443,Игнатов Гавриил,172.0,90.0,82,м,врач,332000,False,False
444,Соколов Дамир,167.0,80.0,55,м,продавец,323000,False,False
445,Гордеев Всеволод,189.0,80.0,58,м,врач,180000,False,False
446,Смирнов Борис,175.0,78.0,23,м,студент,388000,False,False
447,Беляков Вячеслав,183.0,54.0,82,м,автослесарь,34000,False,False
448,Лебедев Денис,178.0,97.0,23,м,программист,315000,False,False
449,Сафонов Игорь,182.0,98.0,85,м,автослесарь,329000,False,False
450,Носов Данила,189.0,66.0,54,м,инженер,238000,False,False
451,Иванков Павел,189.0,107.0,25,м,врач,13000,False,False
452,Васильев Спартак,174.0,93.0,60,м,продавец,370000,False,False
453,Мясников Юлиан,165.0,107.0,69,м,сантехник,91000,False,False
454,Доронин Павел,182.0,102.0,18,м,продавец,120000,False,False
455,Пестов Марк,191.0,118.0,54,м,бухгалтер,204000,False,False
456,Сафонов Яромир,170.0,106.0,79,м,сантехник,378000,False,False
457,Пономарёв Елисей,179.0,57.0,44,м,сантехник,390000,False,False
458,Носов Никон,170.0,112.0,21,м,программист,257000,False,False
459,Лукин Фома,191.0,63.0,77,м,бухгалтер,324000,False,False
460,Воробьёв Анфим,181.0,61.0,50,м,инженер,178000,False,False
461,Якушев Ренат,175.0,68.0,63,м,преподаватель,450000,True,True
462,Константинов Ждан,192.0,94.0,38,м,программист,180000,False,False
463,Волков Савва,187.0,68.0,46,м,студент,218000,False,False
464,Зуев Иннокентий,171.0,100.0,75,м,сантехник,255000,False,False
465,Алексеев Вадим,168.0,107.0,68,м,автослесарь,41000,False,False
466,Гущин Денис,178.0,111.0,84,м,программист,410000,False,False
467,Щукин Даниил,172.0,70.0,39,м,инженер,139000,False,False
468,Титов Аристарх,171.0,73.0,34,м,автослесарь,210000,False,False
469,Савин Радомир,167.0,101.0,66,м,автослесарь,409000,False,False
470,Суворов Вольдемар,165.0,92.0,65,м,автослесарь,113000,False,False
471,Шарапов Степан,166.0,78.0,36,м,врач,20000,False,False
472,Зайцев Мартин,186.0,68.0,73,м,сантехник,273000,False,True
473,Матвеев Ждан,183.0,89.0,88,м,автослесарь,443000,False,False
474,Вишняков Влас,176.0,87.0,40,м,студент,161000,False,False
475,Игнатьев Савва,192.0,96.0,55,м,студент,480000,False,False
476,Лукин Александр,179.0,68.0,40,м,продавец,381000,False,True
477,Колобов Тарас,180.0,89.0,29,м,сантехник,434000,False,False
478,Коновалов Дамир,185.0,113.0,48,м,автослесарь,384000,False,False
479,Петухов Платон,191.0,56.0,56,м,преподаватель,243000,False,False
480,Гордеев Антоний,191.0,119.0,66,м,бухгалтер,216000,False,False
481,Рогов Данила,183.0,99.0,52,м,инженер,28000,False,False
482,Комаров Серафим,187.0,65.0,20,м,автослесарь,453000,False,False
483,Козлов Юрий,180.0,104.0,82,м,врач,459000,False,False
484,Бирюков Ренат,182.0,90.0,77,м,программист,414000,False,False
485,Пестов Феликс,186.0,112.0,64,м,бухгалтер,126000,False,False
486,Копылов Вениамин,191.0,60.0,27,м,студент,482000,False,False
487,Герасимов Арсений,176.0,104.0,65,м,продавец,493000,False,False
488,Чернов Гавриил,175.0,76.0,48,м,студент,481000,False,False
489,Григорьев Фаддей,190.0,104.0,61,м,преподаватель,379000,False,False
490,Смирнов Эдуард,182.0,100.0,39,м,бухгалтер,49000,False,False
491,Копылов Анастасий,174.0,90.0,19,м,сантехник,354000,False,False
492,Казаков Кир,194.0,112.0,75,м,врач,418000,False,False
493,Петров Захар,184.0,114.0,20,м,программист,106000,False,False
494,Агафонов Никодим,190.0,104.0,70,м,преподаватель,416000,False,False
495,Власов Александр,174.0,79.0,25,м,продавец,239000,False,False
496,Гордеев Рустам,189.0,55.0,21,м,продавец,307000,False,False
497,Николаев Илья,179.0,56.0,53,м,программист,357000,False,False
498,Воронов Родион,194.0,110.0,77,м,инженер,231000,False,False
499,Фадеев Григорий,182.0,73.0,86,м,сантехник,377000,False,False
500,Сафонов Данила,180.0,97.0,52,м,автослесарь,228000,False,False
501,Пахомов Вячеслав,171.0,105.0,74,м,автослесарь,440000,False,False
502,Денисов Юлиан,167.0,119.0,70,м,бухгалтер,496000,False,False
503,Носов Филимон,176.0,64.0,64,м,врач,424000,False,False
504,Семёнов Александр,192.0,115.0,26,м,врач,191000,False,False
505,Яковлев Никанор,190.0,89.0,59,м,врач,165000,False,False
506,Никонов Захар,187.0,94.0,34,м,преподаватель,358000,False,False
507,Кудряшов Геннадий,170.0,63.0,44,м,инженер,277000,False,False
508,Семёнов Филимон,182.0,95.0,69,м,программист,456000,False,False
509,Галкин Прохор,180.0,80.0,25,м,продавец,31000,False,False
510,Мясников Модест,184.0,86.0,21,м,преподаватель,286000,False,False
511,Архипов Станислав,193.0,55.0,45,м,врач,144000,False,False
512,Исаев Виталий,187.0,79.0,21,м,преподаватель,338000,False,False
513,Богданов Яромир,174.0,107.0,66,м,врач,353000,False,False
514,Силин Авраам,169.0,92.0,79,м,инженер,325000,False,False
515,Баранов Юлиан,169.0,74.0,37,м,студент,282000,False,False
516,Рыбаков Эрик,187.0,69.0,55,м,сантехник,183000,False,False
517,Авдеев Климент,173.0,68.0,87,м,продавец,229000,False,True
518,Капустин Виктор,180.0,96.0,57,м,студент,435000,False,False
519,Пономарёв Савелий,167.0,88.0,49,м,автослесарь,232000,False,False
